Description,Price,Rating,Product URL
"B074CDCQC3, Siddhagiri's Satvyk Organic Himalayan Pink Salt, 500 Gram",₹65,4.3 out of 5 stars,https://www.amazon.in/Siddhagiris-Satvyk-Himalayan-Pink-Rock/dp/B074CDCQC3/ref=sr_1_73?dchild=1&keywords=salt&qid=1627296523&sr=8-73
"Catch Sprinklers Iodized Table Salt, 200g",₹31,4.5 out of 5 stars,https://www.amazon.in/Catch-Sprinklers-Iodized-Table-Salt/dp/B0155ZWVEC/ref=sr_1_74?dchild=1&keywords=salt&qid=1627296523&sr=8-74
"SundarLaxmi Black Himalayan Rock Salt Chunks, 400g | Kala Namak",₹129,,https://www.amazon.in/SundarLaxmi-Black-Himalayan-Chunks-Namak/dp/B097XVHBCH/ref=sr_1_75?dchild=1&keywords=salt&qid=1627296523&sr=8-75
Food service india Premium Iodised Salt Sachet 1gm-500 Sachet,₹190,,https://www.amazon.in/service-india-Premium-Iodised-1gm-500/dp/B08GSS16V1/ref=sr_1_76?dchild=1&keywords=salt&qid=1627296523&sr=8-76
"GreenFinity Pure Pakistani Himalayan Pink Salt, 1kg | Non Iodised for Weight Loss & Healthy Cooking.",₹134,2.0 out of 5 stars,https://www.amazon.in/GreenFinity-Pakistani-Himalayan-Iodised-Cooking/dp/B0982Z1MKY/ref=sr_1_77?dchild=1&keywords=salt&qid=1627296523&sr=8-77
"Chef Urbano Himalayan Pink Salt Pouch, 2 X 1000 g",₹325,4.0 out of 5 stars,https://www.amazon.in/Chef-Urbano-Himalayan-Pink-Salt/dp/B07NGR54ML/ref=sr_1_78?dchild=1&keywords=salt&qid=1627296523&sr=8-78
"Tata Salt Black Salt, 100g",₹104,4.5 out of 5 stars,https://www.amazon.in/Tata-Salt-Black-100g/dp/B01K4F2TN6/ref=sr_1_79?dchild=1&fpw=pantry&keywords=salt&qid=1627296523&s=pantry&sr=8-79
"Vedyaz Organics Himalayan Pink Rock Salt Powder - 1 kg - 100 % Natural & Rich in 84 Minerals, Best for Weight Loss and Cooking",₹158,5.0 out of 5 stars,https://www.amazon.in/Vedyaz-Organics-Himalayan-Pink-Powder/dp/B091NRW9T1/ref=sr_1_80?dchild=1&keywords=salt&qid=1627296523&sr=8-80
obbi fresh Himalayan Black Salt (1 kg),₹219,4.3 out of 5 stars,https://www.amazon.in/obbi-fresh-Himalayan-Black-Salt/dp/B07Q6CRGHR/ref=sr_1_81?dchild=1&keywords=salt&qid=1627296523&sr=8-81
Shatras Pink Rock Salt with More Than 80+ Minerals Sendha Namak for Healthy Cooking and Weight Loss - 5 kg (Jar Packing),₹469,4.7 out of 5 stars,https://www.amazon.in/Shatras-Minerals-Sendha-Healthy-Cooking/dp/B08HKJPRYG/ref=sr_1_82?dchild=1&keywords=salt&qid=1627296523&sr=8-82
Tassyam Pink Salt Granules 125g Grinder Bottle,₹235,4.4 out of 5 stars,https://www.amazon.in/Tassyam-Pink-Granules-Grinder-Bottle/dp/B07Q1GVK6V/ref=sr_1_83?dchild=1&keywords=salt&qid=1627296523&sr=8-83
"Nutriwish Himalayan Pink Salt, 400g",₹225,4.3 out of 5 stars,https://www.amazon.in/Nutriwish-Himalayan-Pink-Salt-400g/dp/B075BPDGGD/ref=sr_1_84?dchild=1&keywords=salt&qid=1627296523&sr=8-84
"Bliss of Earth 2KG Pure Pakistani Himalayan Pink Salt Non Iodine for Weight Loss & Healthy Cooking, Natural Substitute of White Salt",₹470,3.6 out of 5 stars,https://www.amazon.in/Pakistani-Himalayan-Healthy-Cooking-Substitute/dp/B082V442D4/ref=sr_1_85?dchild=1&keywords=salt&qid=1627296523&sr=8-85
Natural Raw Sea Salt - Vastu Salt 100grams Crystal Form for Healthy Living,₹179,3.3 out of 5 stars,https://www.amazon.in/Natural-Raw-Sea-Salt-100grams/dp/B08WK6QN4N/ref=sr_1_86?dchild=1&keywords=salt&qid=1627296523&sr=8-86
"Chef Urbano Himalayan Pink Salt Bottle, 200 g",₹94,4.1 out of 5 stars,https://www.amazon.in/Chef-Urbano-Himalayan-Pink-Salt/dp/B06Y1HSC97/ref=sr_1_87?dchild=1&keywords=salt&qid=1627296523&sr=8-87
"By Nature Himalayan Pink Salt, 400G",₹150,4.2 out of 5 stars,https://www.amazon.in/Nature-Himalayan-Pink-Salt-400g/dp/B074PVFRGK/ref=sr_1_88?dchild=1&keywords=salt&qid=1627296523&sr=8-88
"Annapurna Rock Salt (Sendha Namak) , 1 KG",₹220,4.1 out of 5 stars,https://www.amazon.in/Annapurna-Rock-Salt-Sendha-Namak/dp/B08HVG4XWN/ref=sr_1_89?dchild=1&keywords=salt&qid=1627296523&sr=8-89
"Sri Sri Tattva Rock Salt, 1Kg (Pack of 6)",₹594,4.3 out of 5 stars,https://www.amazon.in/Sri-Tattva-Rock-Salt-Pack/dp/B07JG1KYLW/ref=sr_1_90?dchild=1&keywords=salt&qid=1627296523&sr=8-90
"Tata Rock Salt, Pink Salt, 500g",₹64,4.4 out of 5 stars,https://www.amazon.in/Tata-Rock-Salt-400g/dp/B07BH4DRYJ/ref=sr_1_91?dchild=1&keywords=salt&qid=1627296523&sr=8-91
ORGANIC INDIA Rock Salt (Pack of 3),₹420,4.3 out of 5 stars,https://www.amazon.in/ORGANIC-INDIA-Rock-Salt-Pack/dp/B0849Z2NHT/ref=sr_1_92?dchild=1&keywords=salt&qid=1627296523&sr=8-92
"Amazon Brand - Vedaka Pink Rock Salt Powder, 1kg",₹95,3.9 out of 5 stars,https://www.amazon.in/Amazon-Brand-Vedaka-Pink-Powder/dp/B07KZ7572M/ref=sr_1_93?dchild=1&fpw=pantry&keywords=salt&qid=1627296523&s=pantry&sr=8-93
Organic Wellness Pink Rock Salt Powder 450 Gram Pack,₹69,4.7 out of 5 stars,https://www.amazon.in/Organic-Wellness-Pink-Rock-Powder/dp/B07RQ7T21Q/ref=sr_1_94?dchild=1&keywords=salt&qid=1627296523&sr=8-94
Thanjai Natural's 5kg Non-iodised Indian Natural Sea Salt 100% Natural for Healthy Cooking - 5kg,₹299,5.0 out of 5 stars,https://www.amazon.in/Thanjai-Naturals-Non-iodised-Natural-Healthy/dp/B091TVKCJQ/ref=sr_1_95?dchild=1&keywords=salt&qid=1627296523&sr=8-95
Ved Tatva Himalayan Pink Rock Salt Crystals / Granules with Adjustable Ceramic Crusher Grinder & Refillable Glass Bottle – 200 Gms,₹399,4.3 out of 5 stars,https://www.amazon.in/Himalayan-Crystals-Granules-Adjustable-Refillable/dp/B08ZJ7TC35/ref=sr_1_96?dchild=1&keywords=salt&qid=1627296523&sr=8-96
"Amazon Brand - Vedaka Pink Rock Salt Powder, 1kg (pack of 2)",₹199,3.9 out of 5 stars,https://www.amazon.in/Vedaka-Pink-Rock-Salt-Powder/dp/B07KX1RK12/ref=sr_1_97?dchild=1&keywords=salt&qid=1627296523&sr=8-97
"Kirva Organics Pink Himalayan Rock Salt, Pink Salt Himalayan for Cooking, Curing , Bath, Fasting - 900 gm",₹299,4.5 out of 5 stars,https://www.amazon.in/Kirva-Organics-Himalayan-Cooking-Fasting/dp/B08XB2QD9K/ref=sr_1_98?dchild=1&keywords=salt&qid=1627296523&sr=8-98
"Farm and Farmers Black Salt Whole/Kala Namak, 400 gm",₹179,4.2 out of 5 stars,https://www.amazon.in/Farm-Farmers-Black-Whole-Namak/dp/B08JGC8RC8/ref=sr_1_99?dchild=1&keywords=salt&qid=1627296523&sr=8-99
"Bliss of Earth 1KG Granular Pakistani Himalayan Pink Salt Non Iodized for Weight Loss & Healthy Cooking, Natural Substitute of White Salt",₹260,3.9 out of 5 stars,https://www.amazon.in/Granular-Pakistani-Himalayan-Iodized-Substitute/dp/B08KDGQDTB/ref=sr_1_100?dchild=1&keywords=salt&qid=1627296523&sr=8-100
Essential Blends Organic Himalayan Pink Salt Crystal | Coarse -1000gm | Rock Salt | Mineral Salt,₹180,4.1 out of 5 stars,https://www.amazon.in/Essential-Blends-Organic-Himalayan-Crystal/dp/B08CCYJX2Q/ref=sr_1_101?dchild=1&keywords=salt&qid=1627296523&sr=8-101
"Bare Elixir Pink Himalayan Rock Salt, Pahadi Salt, Induppu - 900 gm",₹249,4.7 out of 5 stars,https://www.amazon.in/Bare-Elixir-Himalayan-Pahadi-Induppu/dp/B09237WFJB/ref=sr_1_102?dchild=1&keywords=salt&qid=1627296523&sr=8-102
"DIETS ORGANICS Himalayan Pink Salt , Pink Salt for Weight Loss 1kg",₹249,4.5 out of 5 stars,https://www.amazon.in/DIETS-ORGANICS-Himalayan-Pink-Weight/dp/B08ZZ121TP/ref=sr_1_103?dchild=1&keywords=salt&qid=1627296523&sr=8-103
NutroActive MineralSalt Himalayan Pink Rock Salt Extra Fine Grain (0 -0.5 mm) Jumbo Pack-1 kg- Pack of 2,₹549,3.9 out of 5 stars,https://www.amazon.in/NutroActive-Mineral-Himalayan-Extra-0-0-5mm/dp/B074P1RXKR/ref=sr_1_104?dchild=1&keywords=salt&qid=1627296523&sr=8-104
Leaf & Nectar Pink Himalayan Rock Salt - for Cooking/ Curing / Bath / Fasting / for Weight Loss - 1.30 kg,₹390,4.5 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A08849992GDTOFMC9RQ6I&url=%2FLeaf-Nectar-Pink-Himalayan-Rock%2Fdp%2FB08DNX8JN7%2Fref%3Dsr_1_105_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296523%26sr%3D8-105-spons%26psc%3D1&qualifier=1627296523&id=2869667111031556&widgetName=sp_btf
"Kirva Organics Pink Himalayan Rock Salt, Pink Salt Himalayan for Cooking, Curing , Bath, Fasting - 900 gm",₹299,4.5 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A08851551ZSI8TILGP2J7&url=%2FKirva-Organics-Himalayan-Cooking-Fasting%2Fdp%2FB08XB2QD9K%2Fref%3Dsr_1_106_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296523%26sr%3D8-106-spons%26psc%3D1&qualifier=1627296523&id=2869667111031556&widgetName=sp_btf
"Catch Sprinklers Iodized Table Salt, 200g",₹31,4.5 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A029786030WE9VRT1QCCV&url=%2FCatch-Sprinklers-Iodized-Table-Salt%2Fdp%2FB0155ZWVEC%2Fref%3Dsr_1_107_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296523%26sr%3D8-107-spons%26psc%3D1&qualifier=1627296523&id=2869667111031556&widgetName=sp_btf
Essential Blends Organic Himalayan Pink Salt | Rock Salt | Sendha Namak - 3000gm,₹380,4.1 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A011862833HZ8E268MKYS&url=%2Fessential-blends-organic-himalayan-3x1kg%2Fdp%2FB07Z4GGVVP%2Fref%3Dsr_1_108_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296523%26sr%3D8-108-spons%26psc%3D1&qualifier=1627296523&id=2869667111031556&widgetName=sp_btf
Randhawa Global Himalayan Pink Rock Salt (440 g),₹129,3.7 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A087851735FNIGQ1ZRPP7&url=%2FRandhawa-Global-Himalayan-Pink-Rock%2Fdp%2FB07LFFVM3D%2Fref%3Dsr_1_97_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296527%26sr%3D8-97-spons%26psc%3D1&qualifier=1627296527&id=1007455511649070&widgetName=sp_atf_next
Himalayan Natives 100% Natural Himalayan Pink Salt Granules (600 Grams),₹222,4.1 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0348175220PQS8ZAJWYF&url=%2FHimalayan-Natives-Natural-Granules-Grams%2Fdp%2FB07XBSGV1H%2Fref%3Dsr_1_98_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296527%26smid%3DAT95IG9ONZD7S%26sr%3D8-98-spons%26psc%3D1&qualifier=1627296527&id=1007455511649070&widgetName=sp_atf_next
Himalayan Natives 100% Natural Pink Salt (300 Grams),₹119,4.0 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A037262723ODPO4PTNSUP&url=%2FHimalayan-Natives-100-Natural-Grams%2Fdp%2FB07XDTFLHQ%2Fref%3Dsr_1_99_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296527%26smid%3DAT95IG9ONZD7S%26sr%3D8-99-spons%26psc%3D1&qualifier=1627296527&id=1007455511649070&widgetName=sp_atf_next
"Himalayan Natives 100% Natural Black Salt Pouch, 1500 g",₹179,3.6 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0348487W3LR62YJNTI6&url=%2FHimalayan-Natives-Natural-Black-Pouch%2Fdp%2FB08B6W9WNW%2Fref%3Dsr_1_100_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296527%26smid%3DAT95IG9ONZD7S%26sr%3D8-100-spons%26psc%3D1&qualifier=1627296527&id=1007455511649070&widgetName=sp_atf_next
"Himalayan Natives 100% Natural Pink Salt Granules Pouch, 3 X 500 g",₹164,4.1 out of 5 stars,https://www.amazon.in/Himalayan-Natives-Natural-Granules-Pouch/dp/B085HPHMBH/ref=sr_1_101?dchild=1&keywords=salt&qid=1627296527&smid=AT95IG9ONZD7S&sr=8-101
"DIETS ORGANICS Himalayan Pink Salt for Weight Loss ,Fine Grains Rock Salt Mineral Salt for Regular cooking-200gms",₹179,4.1 out of 5 stars,https://www.amazon.in/DIETS-ORGANICS-Himalayan-Mineral-cooking-200gms/dp/B08KYK4DGP/ref=sr_1_102?dchild=1&keywords=salt&qid=1627296527&sr=8-102
"KOO Retails Himalayan Pink Rock Salt Chunks, 400gm Sendha Namak Whole Crystal, Lahori Namak Chunks",₹142,,https://www.amazon.in/KOO-Retails-Himalayan-Chunks-Crystal/dp/B0972CHYTD/ref=sr_1_103?dchild=1&keywords=salt&qid=1627296527&sr=8-103
SundarLaxmi® Whole Himalayan Pink Rock Salt Chunks - 400g | Sendha Namak,₹149,4.1 out of 5 stars,https://www.amazon.in/SundarLaxmi%C2%AE-Whole-Himalayan-Pink-Chunks/dp/B08R2SMBWN/ref=sr_1_104?dchild=1&keywords=salt&qid=1627296527&sr=8-104
Adrish Zerowaste Organic Himalayan Pink Salt 1 kg,₹100,,https://www.amazon.in/Adrish-Zerowaste-Organic-Himalayan-Pink/dp/B099W2R9V5/ref=sr_1_105?dchild=1&keywords=salt&qid=1627296527&sr=8-105
"Bliss of Earth 500 gm Granular Pakistani Himalayan Pink Salt Non Iodized for Weight Loss & Healthy Cooking, Natural Substitute of White Salt",₹179,4.5 out of 5 stars,https://www.amazon.in/Granular-Pakistani-Himalayan-Iodized-Substitute/dp/B08PZ6M7K9/ref=sr_1_106?dchild=1&keywords=salt&qid=1627296527&sr=8-106
JM Rock Salt / Sendha Namak 1KG,₹95,4.6 out of 5 stars,https://www.amazon.in/JM-Rock-Salt-Sendha-Namak/dp/B093QHGHXT/ref=sr_1_107?dchild=1&keywords=salt&qid=1627296527&sr=8-107
"BLISS OF EARTH 500GM Bliss of Earth Pakistani Himalayan Pink Salt Fine Powder for Healthy Cooking, Natural Substitute of White Salt",₹170,4.2 out of 5 stars,https://www.amazon.in/BLISS-EARTH-Pakistani-Himalayan-Substitute/dp/B089GV895J/ref=sr_1_108?dchild=1&keywords=salt&qid=1627296527&sr=8-108
Himalayan Pink Rock Salt Fine Powder 500 Gm pouch - Genuine Source Certificate & Lab Reports - Sourced From Organic Salt Mines In Pakistan - By Ritrue Superfoods,₹99,4.8 out of 5 stars,https://www.amazon.in/Himalayan-Pink-Rock-Powder-pouch/dp/B08WJBHSGG/ref=sr_1_109?dchild=1&keywords=salt&qid=1627296527&sr=8-109
ORGANIC INDIA Rock Salt (Pack of 2),₹280,4.4 out of 5 stars,https://www.amazon.in/ORGANIC-INDIA-Rock-Salt-Pack/dp/B0849KYXZ3/ref=sr_1_110?dchild=1&keywords=salt&qid=1627296527&sr=8-110
"Pramanika Black Salt | kala Namak , 500g",₹80,,https://www.amazon.in/Pramanika-Black-Salt-kala-Namak/dp/B0998Z7PYP/ref=sr_1_111?dchild=1&keywords=salt&qid=1627296527&sr=8-111
"Thanjai Natural's 2kg Non-iodised Indian Natural Sea Salt 100% Natural for Healthy Cooking, 2000g Jar",₹199,1.0 out of 5 stars,https://www.amazon.in/Thanjai-Naturals-Non-iodised-Natural-Healthy/dp/B0957RVV7G/ref=sr_1_112?dchild=1&keywords=salt&qid=1627296527&sr=8-112
"Aashirvaad Salt Proactive, 1kg Pack, Sodium - Reduced Diet for Blood Pressure Management and Active Life",₹40,4.4 out of 5 stars,https://www.amazon.in/Aashirvaad-Salt-Proactive-Pack-Sodium/dp/B08F38QGXB/ref=sr_1_113?dchild=1&fpw=pantry&keywords=salt&qid=1627296527&s=pantry&sr=8-113
"Nutriwish Himalayan Pink Salt, 1.25kg",₹383,4.3 out of 5 stars,https://www.amazon.in/Nutriwish-Himalayan-Pink-Salt-1-25kg/dp/B075C5H7GF/ref=sr_1_114?dchild=1&keywords=salt&qid=1627296527&sr=8-114
Originals™ White Rock Salt Powder | Sendha Namak (सेंधा नमक) | Healthy Indian Spices | 50 Grams,₹129,,https://www.amazon.in/OriginalsTM-Powder-Sendha-Healthy-Indian/dp/B0992GCYJD/ref=sr_1_115?dchild=1&keywords=salt&qid=1627296527&sr=8-115
NutroActive MineralSalt Low Sodium Himalayan Rock Pink Salt Extra Fine Grain 200g,₹209,4.0 out of 5 stars,https://www.amazon.in/NutroActive-Mineralsalt-Sodium-Himalayan-0-0-5mm/dp/B07MZXVDB2/ref=sr_1_116?dchild=1&keywords=salt&qid=1627296527&smid=A9C6DSG66HAN3&sr=8-116
"Sri Sri Tattva Rock Salt ,1kg (Pack of 2)",₹198,4.3 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A103619820QAXNBG00RQF&url=%2FSri-Tattva-Rock-Salt-Pack%2Fdp%2FB07PT3T7F3%2Fref%3Dsr_1_117_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296527%26sr%3D8-117-spons%26psc%3D1&qualifier=1627296527&id=1007455511649070&widgetName=sp_mtf
"Sri Sri Tattva Rock Salt, 1Kg (Pack of 6)",₹594,4.3 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A083916214CKPOSHDF6DH&url=%2FSri-Tattva-Rock-Salt-Pack%2Fdp%2FB07JG1KYLW%2Fref%3Dsr_1_118_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296527%26sr%3D8-118-spons%26psc%3D1&qualifier=1627296527&id=1007455511649070&widgetName=sp_mtf
Saaral Himalayan Rock Salt Powder - 500gms(Pack of 2),₹216,,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A07693082NQ6IJWBMAFO1&url=%2FSaaral-Himalayan-Rock-Salt-Powder%2Fdp%2FB08TMRWR5D%2Fref%3Dsr_1_119_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296527%26sr%3D8-119-spons%26psc%3D1&qualifier=1627296527&id=1007455511649070&widgetName=sp_mtf
Organic Forest Pink Rock Salt Original Sendha Namak Himalayan Salt Powder Standard Zip Lock Package of 500 Gm,₹187,,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A07601765HBP5E35U3HV&url=%2FOrganic-Original-Himalayan-Standard-Package%2Fdp%2FB094V2FM8W%2Fref%3Dsr_1_120_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296527%26sr%3D8-120-spons%26psc%3D1&qualifier=1627296527&id=1007455511649070&widgetName=sp_mtf
Thanjai Natural's Indian Non Iodised Sea Salt 10KG Traditionally Made 100% Natural,₹599,4.0 out of 5 stars,https://www.amazon.in/Thanjai-Naturals-Iodised-Traditionally-Natural/dp/B07HGSCYB7/ref=sr_1_121?dchild=1&keywords=salt&qid=1627296527&sr=8-121
Crystamin 1 kg,₹330,4.3 out of 5 stars,https://www.amazon.in/CRYSTAMIN-FINE-ORIGINAL-HIMALAYAN-NATURAL/dp/B0711V7BFF/ref=sr_1_122?dchild=1&keywords=salt&qid=1627296527&sr=8-122
"Spazies Pink Salt 500gm , Pack of 1",₹60,3.6 out of 5 stars,https://www.amazon.in/Spazies-Pink-Salt-500gm-Pack/dp/B08RC1DBRM/ref=sr_1_123?dchild=1&keywords=salt&qid=1627296527&sr=8-123
Roods Fresh Rock Salt | Sendha Namak Whole Crystal | Lahori Namak Chunks 400 Gm,₹160,,https://www.amazon.in/Roods-Fresh-Sendha-Crystal-Lahori/dp/B095XFY99V/ref=sr_1_124?dchild=1&keywords=salt&qid=1627296527&sr=8-124
"Think Pure Himalayan Pink Rock Salt Chunks / Sendha Namak / Vrat ka Namak / Lahori Namak | 5 kg | 80+ Minerals for Detox | 100% Natural, Unrefined, No-preservatives |",₹740,4.7 out of 5 stars,https://www.amazon.in/Think-Pure-Himalayan-Unrefined-No-preservatives/dp/B093Y8X5NJ/ref=sr_1_125?dchild=1&keywords=salt&qid=1627296527&sr=8-125
Nutriplato Premium Himalyan Pink Rock Salt |Sendha Namak Powder 1 Kg,₹212,3.6 out of 5 stars,https://www.amazon.in/Nutriplato-Premium-Himalyan-Sendha-Powder/dp/B08HV2TYS1/ref=sr_1_126?dchild=1&keywords=salt&qid=1627296527&sr=8-126
"Maven & Bloom White Sea Salt - 100% Natural - Non Iodised, Gluten-Free- 500g",₹199,2.3 out of 5 stars,https://www.amazon.in/Maven-Bloom-White-Sea-Salt/dp/B07QDYFBK3/ref=sr_1_127?dchild=1&keywords=salt&qid=1627296527&sr=8-127
Nutriorg Himalayan Pink Salt 1100g (Get Certified Organic Honey - 50g Free) | 100% Natural | Crystal Form | 80+ Minerals | No Adulteration,₹237,4.2 out of 5 stars,https://www.amazon.in/Nutriorg-Premium-Quality-Himalayan-Certified/dp/B07Z5NR97H/ref=sr_1_128?dchild=1&keywords=salt&qid=1627296527&sr=8-128
siddhi Sendha Namak 2KG |Rock Salt | Sendha Namak Whole Crystal | Whole Himalayan Pink Rock Salt Chunks 2KG,₹359,2.8 out of 5 stars,https://www.amazon.in/siddhi-Spices-Masale-Sendha-Crystal/dp/B08LT83QR3/ref=sr_1_129?dchild=1&keywords=salt&qid=1627296527&sr=8-129
Pmw - Natural Vasthu Salt - Removes Negative Energy in Home & Work Place - 1 Kilo,₹249,4.5 out of 5 stars,https://www.amazon.in/Pmw%C2%AE-Natural-Vasthu-Removes-Negative/dp/B07P8J4T15/ref=sr_1_130?dchild=1&keywords=salt&qid=1627296527&sr=8-130
SundarLaxmi® Whole Himalayan Pink Rock Salt Chunks - 1kg | Sendha Namak,₹249,4.2 out of 5 stars,https://www.amazon.in/SundarLaxmi%C2%AE-Whole-Himalayan-Pink-Chunks/dp/B08HX1DWX1/ref=sr_1_131?dchild=1&keywords=salt&qid=1627296527&sr=8-131
"Urban Himalayan Pink Salt Powder / Fine grain - 1.8KG for Cooking, Fasting, Curing & Bath",₹449,5.0 out of 5 stars,https://www.amazon.in/Urban-Himalayan-Pink-Powder-grain/dp/B094ZXMKCW/ref=sr_1_132?dchild=1&keywords=salt&qid=1627296527&sr=8-132
Natureland Organics Himalayan Pink Rock Salt 500 Gm (Pack of 5) - Organic Rock Salt,₹213,4.2 out of 5 stars,https://www.amazon.in/Natureland-Organics-Himalayan-Pink-Rock/dp/B081T5M9LV/ref=sr_1_133?dchild=1&keywords=salt&qid=1627296527&smid=AT95IG9ONZD7S&sr=8-133
"Urban Platter Pink Himalayan Rock Salt Granules, 1kg",₹300,4.3 out of 5 stars,https://www.amazon.in/Urban-Platter-Pink-Himalayan-Granules/dp/B06ZYGXRS6/ref=sr_1_135?dchild=1&keywords=salt&qid=1627296527&sr=8-135
"Hathi Rock Salt Powder, 1kg",₹89,3.7 out of 5 stars,https://www.amazon.in/Hathi-Rock-Salt-Powder-1kg/dp/B076889DYF/ref=sr_1_136?dchild=1&keywords=salt&qid=1627296527&sr=8-136
"Thanjai Natural 1kg Indian Sea Salt Hand Harvested Pure Natural Sea Salt , 1000g",₹65,3.0 out of 5 stars,https://www.amazon.in/Thanjai-Natural-Indian-Harvested-1000g/dp/B09441V2XD/ref=sr_1_137?dchild=1&keywords=salt&qid=1627296527&sr=8-137
Nature Vit Himalayan Pink Rock Salt Chunks (400 g),₹179,4.0 out of 5 stars,https://www.amazon.in/Nature-Vit-Pink-Rock-Chunks/dp/B07HFCYVS2/ref=sr_1_138?dchild=1&keywords=salt&qid=1627296527&sr=8-138
"Nutroking Himalayan Pink Rock Salt , Sendha Namak , 1 Kg [Pack of 2]",₹198,5.0 out of 5 stars,https://www.amazon.in/Nutroking-Himalayan-Pink-Sendha-Namak/dp/B099RSCZ4K/ref=sr_1_140?dchild=1&keywords=salt&qid=1627296527&sr=8-140
"Ganpatjee Kala Namak Powder, Black Salt 400gm",₹56,4.4 out of 5 stars,https://www.amazon.in/Ganpatjee-Kala-Namak-Powder-2Pcs/dp/B01NBJQQQC/ref=sr_1_141?dchild=1&keywords=salt&qid=1627296527&sr=8-141
Anmol Moti Pink Himalayan Rock Salt Powder | Senda Namak | 100% Pure (50 GM),₹50,5.0 out of 5 stars,https://www.amazon.in/Anmol-Himalayan-Powder-Senda-Namak/dp/B08NKCZB5J/ref=sr_1_142?dchild=1&keywords=salt&qid=1627296527&sr=8-142
Jai Jinendra Rock Salt Rock Salt | Sendha Namak Whole Crystal | Lahori Namak Chunks - 500gm,₹159,4.0 out of 5 stars,https://www.amazon.in/Jinendra-Sendha-Crystal-Lahori-Chunks/dp/B08MD4TV66/ref=sr_1_143?dchild=1&keywords=salt&qid=1627296527&sr=8-143
Sri Sri Tattva Rock Salt 1Kg Packet,₹110,3.5 out of 5 stars,https://www.amazon.in/Sri-Tattva-Rock-Salt-Packet/dp/B08K4Q6ZPB/ref=sr_1_144?dchild=1&keywords=salt&qid=1627296527&sr=8-144
"LUNN Rich in Mineral, Mild Salt, No Preservatives, Non GMO Combo of Natural Fine Grain Himalayan Pink Rock Salt Sendha Namak, Specialized Combo for Gourmet Food Preparation (1 Kg Each) - Pack of 3",₹279,3.7 out of 5 stars,https://www.amazon.in/LUNN-Combo-Natural-Himalayan-Sendha/dp/B089GY32QH/ref=sr_1_145?dchild=1&keywords=salt&qid=1627296527&sr=8-145
"Conscious Food Rock Salt [Pack of 4 x 500 GMS], Organic Rock Salt, Unprocessed, Aids Digestion, Flatulence, Acidity, Rich in Fatty Acids, Omega 3, Omega 6, Vitamins",₹276,4.3 out of 5 stars,https://www.amazon.in/Conscious-Food-Rock-Salt-500g/dp/B085HM7543/ref=sr_1_146?dchild=1&keywords=salt&qid=1627296527&sr=8-146
