Description,Price,Rating,Product URL
"Keya Black Salt, 200g",₹35,4.6 out of 5 stars,https://www.amazon.in/KEYA-Keya-Black-Salt-200g/dp/B08HLSXTDH/ref=sr_1_147?dchild=1&keywords=salt&qid=1627296527&sr=8-147
Roods Fresh Whole Natural Himalayan Black Salt Crystals | Kala Namak Whole | Black Salt Chunks | Kala Loon Chunks ( 400 Gram),₹149,3.9 out of 5 stars,https://www.amazon.in/Roods-Fresh-Natural-Himalayan-Crystals/dp/B08XW2CF3K/ref=sr_1_148?dchild=1&keywords=salt&qid=1627296527&sr=8-148
"Dr.Naturals Food Himalayan Pink Salt (1 Kg, Pack of 1)",₹199,5.0 out of 5 stars,https://www.amazon.in/Dr-Naturals-Food-Himalayan-Pink-Salt/dp/B09B12MKKN/ref=sr_1_149?dchild=1&keywords=salt&qid=1627296527&sr=8-149
100 Years Brand Non-Iodized Rock Salt 850gm,₹198,3.8 out of 5 stars,https://www.amazon.in/100-Years-Brand-Non-Iodized-Rock/dp/B07N31K7G3/ref=sr_1_150?dchild=1&keywords=salt&qid=1627296527&sr=8-150
"Fresh&Real Black Salt (Kala Namak),1Kg",₹70,4.1 out of 5 stars,https://www.amazon.in/Fresh-Real-Black-Salt-Namak/dp/B083ZXBX37/ref=sr_1_151?dchild=1&keywords=salt&qid=1627296527&sr=8-151
Truefarm Foods Himalayan Pink Salt for Weight Loss & Healthy Cooking | Sendha Namak - 1Kg (Pack of 2 x 500g),₹176,3.7 out of 5 stars,https://www.amazon.in/Truefarm-Foods-Organic-Himalayan-Pink/dp/B07L867ZLH/ref=sr_1_152?dchild=1&keywords=salt&qid=1627296527&sr=8-152
Vedpure Himalayan Rock Salt Chunks (440. GMS.),₹129,2.5 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A0046722AMVJ1UAVMVSQ&url=%2FHimalayan-Rock-Salt-Chunks-440%2Fdp%2FB07W8X3Q3G%2Fref%3Dsr_1_153_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296527%26sr%3D8-153-spons%26psc%3D1&qualifier=1627296527&id=1007455511649070&widgetName=sp_btf
Vedpure Original Himalayan Pink Rock Salt Chunks (920 GMS.),₹169,4.3 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A0046822V6JH3L5WCOA9&url=%2FVedpure-Original-Himalayan-Pink-Chunks%2Fdp%2FB085NXFNRP%2Fref%3Dsr_1_154_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296527%26sr%3D8-154-spons%26psc%3D1&qualifier=1627296527&id=1007455511649070&widgetName=sp_btf
Nutriplato Premium Himalyan Pink Rock Salt |Sendha Namak Powder 1 Kg,₹212,3.6 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A01485751PPVLIM5PT3XW&url=%2FNutriplato-Premium-Himalyan-Sendha-Powder%2Fdp%2FB08HV2TYS1%2Fref%3Dsr_1_155_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296527%26sr%3D8-155-spons%26psc%3D1&qualifier=1627296527&id=1007455511649070&widgetName=sp_btf
"B&B Organics Rock Salt Crystal, 250 g",₹180,,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A05319472RVLHGDKZSIMU&url=%2FOrganics-Rock-Salt-Premium-Quality%2Fdp%2FB07P6JVW44%2Fref%3Dsr_1_156_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296527%26sr%3D8-156-spons%26psc%3D1&qualifier=1627296527&id=1007455511649070&widgetName=sp_btf
Himalayan Natives 100% Natural Pink Salt (600 Grams),₹222,4.0 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A03727273RT50LC640SRE&url=%2FHimalayan-Natives-100-Natural-Grams%2Fdp%2FB07XBRQ9GH%2Fref%3Dsr_1_145_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296531%26smid%3DAT95IG9ONZD7S%26sr%3D8-145-spons%26psc%3D1&qualifier=1627296531&id=7675019030268988&widgetName=sp_atf_next
WETE VRAT SALT,₹190,,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A053383816OZ51D4NO9UX&url=%2FWETE-TRUST-OF-FOUNDATION-VRAT%2Fdp%2FB08W343ZM5%2Fref%3Dsr_1_146_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296531%26sr%3D8-146-spons%26psc%3D1&qualifier=1627296531&id=7675019030268988&widgetName=sp_atf_next
Green Wealth - Himalayan Pink Rock Salt Powdered - 2.25 Kgs,₹720,4.7 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A0260474171UKJWCOAB6S&url=%2FGreen-Wealth-Himalayan-Pink-Powdered%2Fdp%2FB07LD4HZCW%2Fref%3Dsr_1_147_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296531%26sr%3D8-147-spons%26psc%3D1&qualifier=1627296531&id=7675019030268988&widgetName=sp_atf_next
S&B Sesame Salt Japanese,₹260,3.6 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A07190702UNYD9HP931M1&url=%2FS-B-Sesame-Salt%2Fdp%2FB0000CNU1U%2Fref%3Dsr_1_148_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296531%26sr%3D8-148-spons%26psc%3D1&qualifier=1627296531&id=7675019030268988&widgetName=sp_atf_next
Truefarm Foods Himalayan Pink Salt for Weight Loss & Healthy Cooking | Sendha Namak - 1Kg (Pack of 2 x 500g),₹176,3.7 out of 5 stars,https://www.amazon.in/Truefarm-Foods-Organic-Himalayan-Pink/dp/B07L867ZLH/ref=sr_1_149?dchild=1&keywords=salt&qid=1627296531&sr=8-149
Desire Garlic Salt 900 Gram,₹390,,https://www.amazon.in/Desire-Garlic-Salt-900-Gram/dp/B097RXNYF5/ref=sr_1_150?dchild=1&keywords=salt&qid=1627296531&sr=8-150
Palfrey Pink Himalayan Rock Salt 800g,₹269,4.3 out of 5 stars,https://www.amazon.in/Palfrey-Pink-Himalayan-Rock-Salt/dp/B07P94P3KW/ref=sr_1_151?dchild=1&keywords=salt&qid=1627296531&sr=8-151
"24 Mantra Himalayan Rock Salt, 1 kg",₹150,,https://www.amazon.in/24-Mantra-Himalayan-Rock-Salt/dp/B08RK4TM86/ref=sr_1_152?dchild=1&keywords=salt&qid=1627296531&sr=8-152
Marwar Himalayan Pink Rock Salt Whole Chunks (1 Kg),₹199,4.1 out of 5 stars,https://www.amazon.in/Marwar-Himalayan-Pink-Whole-Chunks/dp/B08D7LXTZX/ref=sr_1_153?dchild=1&keywords=salt&qid=1627296531&sr=8-153
"Urban Platter Sea Salt Smoked in Beechwood, 250g / 8.8oz [Smoky Flavour]",₹325,4.4 out of 5 stars,https://www.amazon.in/Urban-Platter-Smoked-Beechwood-Flavour/dp/B081Z3GJVR/ref=sr_1_154?dchild=1&keywords=salt&qid=1627296531&sr=8-154
"Bliss of Earth Pure Himalayan Pink Salt of Pakistan for Healthy Cooking, Natural Substitute of White Salt, 4X500GM",₹420,4.3 out of 5 stars,https://www.amazon.in/Himalayan-Pakistan-Healthy-Cooking-Substitute/dp/B07NQQ1JPB/ref=sr_1_155?dchild=1&keywords=salt&qid=1627296531&sr=8-155
Thanjai Natural's Indian Non Iodised Sea Salt 500grams Traditionally Made 100% Natural,₹89,3.6 out of 5 stars,https://www.amazon.in/Thanjai-Naturals-500grams-Traditionally-Natural/dp/B07V9V234P/ref=sr_1_156?dchild=1&keywords=salt&qid=1627296531&sr=8-156
Otoba's sea Salt (800g.),₹149,,https://www.amazon.in/Otobas-sea-Salt-800g/dp/B0963ZJQFP/ref=sr_1_157?dchild=1&keywords=salt&qid=1627296531&sr=8-157
Vedpure Arabian Sea Salt Flakes (930 gms),₹199,5.0 out of 5 stars,https://www.amazon.in/Vedpure-Arabian-Sea-Salt-Flakes/dp/B095C949KP/ref=sr_1_158?dchild=1&keywords=salt&qid=1627296531&sr=8-158
Thanjai Natural's Indian Non Iodised Sea Salt 4000grams Traditionally Made 100% Natural,₹359,4.3 out of 5 stars,https://www.amazon.in/Thanjai-Naturals-4000grams-Traditionally-Natural/dp/B07J1478ZN/ref=sr_1_159?dchild=1&keywords=salt&qid=1627296531&sr=8-159
"Tanzima® Rock Salt, 500g",₹119,,https://www.amazon.in/Tanzima-Tanzima%C2%AE-Rock-Salt-500g/dp/B08PBJFTKL/ref=sr_1_160?dchild=1&keywords=salt&qid=1627296531&sr=8-160
"Himalayan Natives 100% Natural Pink Salt Pouch, 3 X 500 g",₹179,4.0 out of 5 stars,https://www.amazon.in/Himalayan-Natives-100-Natural-Pouch/dp/B085LC4J27/ref=sr_1_161?dchild=1&keywords=salt&qid=1627296531&smid=AT95IG9ONZD7S&sr=8-161
Leeve Whole Rock Salt Khada Namak 200G,₹140,4.1 out of 5 stars,https://www.amazon.in/Leeve-Whole-Rock-Salt-200g/dp/B07V6GM2F9/ref=sr_1_162?dchild=1&keywords=salt&qid=1627296531&sr=8-162
"Go Earth Organic Sendha Namak,500g",₹50,4.1 out of 5 stars,https://www.amazon.in/Go-Earth-Organic-Sendha-Namak/dp/B073Y9X4NY/ref=sr_1_163?dchild=1&keywords=salt&qid=1627296531&sr=8-163
"NutroActive MineralSalt Himalayan Pink Rock Salt , Medium Size Grain (3-5 mm) 200 g",₹181,3.9 out of 5 stars,https://www.amazon.in/NutroActive-Medium-Grain-Mineral-Himalayan/dp/B01M1HWWG3/ref=sr_1_164?dchild=1&keywords=salt&qid=1627296531&smid=A9C6DSG66HAN3&sr=8-164
Green Wealth - Himalayan White Rock Salt Powder - 2.25 Kgs,₹680,,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A02603182RTRGO9FM4WT7&url=%2FGreen-Wealth-Himalayan-White-Powder%2Fdp%2FB07LD5R3JX%2Fref%3Dsr_1_165_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296531%26sr%3D8-165-spons%26psc%3D1&qualifier=1627296531&id=7675019030268988&widgetName=sp_mtf
"Sri Sri Tattva Rock Salt ,1kg (Pack of 3)",₹314,4.3 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A10361423QE41L0FIJCYE&url=%2FSri-Tattva-Rock-Salt-Pack%2Fdp%2FB07PS16784%2Fref%3Dsr_1_166_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296531%26sr%3D8-166-spons%26psc%3D1&qualifier=1627296531&id=7675019030268988&widgetName=sp_mtf
"Spazies Pink Salt 500gm , Pack of 4",₹240,3.6 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A04626283DGCPVCI0UWCS&url=%2FSpazies-Pink-Salt-500gm-Pack%2Fdp%2FB08RC1PZBH%2Fref%3Dsr_1_167_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296531%26sr%3D8-167-spons%26psc%3D1&qualifier=1627296531&id=7675019030268988&widgetName=sp_mtf
"ZAIQA Natural,Pure and Safe Rock Salt , 2 Kg(2 Pack of 1 Kg each)",₹356,,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A02896192U2RYTSX2AXN0&url=%2FZAIQA-Natural-Pure-Safe-Rock%2Fdp%2FB099QW45S5%2Fref%3Dsr_1_168_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296531%26sr%3D8-168-spons%26psc%3D1&qualifier=1627296531&id=7675019030268988&widgetName=sp_mtf
"Kokos Natural Himalayan Pink Salt Pouch, 2 X 200 g",₹180,4.1 out of 5 stars,https://www.amazon.in/Kokos-Natural-Himalayan-Pink-Grams/dp/B01N53TX9D/ref=sr_1_169?dchild=1&keywords=salt&qid=1627296531&sr=8-169
HaveRaw's Premium Pink Himalayan Rock Salt 950 gm | Fine Grain of 0.5mm-1mm | With 84+ Trace Minerals,₹330,3.5 out of 5 stars,https://www.amazon.in/HaveRaws-Premium-Himalayan-0-5mm-1mm-Minerals/dp/B095HHR4HG/ref=sr_1_170?dchild=1&keywords=salt&qid=1627296531&sr=8-170
"Arya Farm Natural Rock Salt ( Pink Salt Indu Uppu ) Naturally Mined , 1 Kg ( No Additives / Unbleached / Unprocess / No Anti Caking Agents )",₹139,5.0 out of 5 stars,https://www.amazon.in/Arya-Farm-Naturally-Additives-Unbleached/dp/B08SJ7LQJZ/ref=sr_1_171?dchild=1&keywords=salt&qid=1627296531&sr=8-171
Midiron Himalayan Rock Salt (Sendha Namak)| Vrat Ka Namak (1 Kg),₹299,4.2 out of 5 stars,https://www.amazon.in/Midiron-Himalayan-Rock-Sendha-Namak/dp/B0899BT6WN/ref=sr_1_173?dchild=1&keywords=salt&qid=1627296531&sr=8-173
"Thanjai Natural's 1kg Jar Non-iodised Indian Natural Sea Salt 100% Natural for Healthy Cooking, 1000g",₹89,3.5 out of 5 stars,https://www.amazon.in/Thanjai-Naturals-Non-iodised-Natural-Healthy/dp/B091TWJTM8/ref=sr_1_174?dchild=1&keywords=salt&qid=1627296531&sr=8-174
Plusvalue Vastu Himalayan Rock Salt to Purify Your Space (500 g),₹399,4.0 out of 5 stars,https://www.amazon.in/Vastu-Purify-space-Himalayan-500gram/dp/B01N6K1S77/ref=sr_1_175?dchild=1&keywords=salt&qid=1627296531&sr=8-175
Indian Non Iodised Sea Salt 500grams Jar Traditionally Made 100% Natural,₹159,4.2 out of 5 stars,https://www.amazon.in/Thanjai-Natural-Traditionally-Iodised-Indian/dp/B07V9TWJJ9/ref=sr_1_177?dchild=1&keywords=salt&qid=1627296531&sr=8-177
Vanalaya Himalayan Pink Salt-500g,₹230,4.2 out of 5 stars,https://www.amazon.in/Vanalaya-Himalayan-Pink-Salt-500g/dp/B07G2T7SRS/ref=sr_1_178?dchild=1&keywords=salt&qid=1627296531&sr=8-178
"Dhatu Organics & Naturals Black Salt, 50 g",₹40,4.6 out of 5 stars,https://www.amazon.in/Dhatu-Natural-Black-Salt-Namak/dp/B01N4GAJZQ/ref=sr_1_179?dchild=1&keywords=salt&qid=1627296531&sr=8-179
Citric Acid I Tatri I Nimbu Salt I Lemon Salt I Sour Salt 1kg,₹315,,https://www.amazon.in/Citric-Acid-Tatri-Nimbu-Lemon/dp/B098214L9M/ref=sr_1_180?dchild=1&keywords=salt&qid=1627296531&sr=8-180
"Go Earth Organic Kala Namak, 500g",₹68,4.3 out of 5 stars,https://www.amazon.in/Go-Earth-Organic-Kala-Namak/dp/B07417HJFF/ref=sr_1_181?dchild=1&keywords=salt&qid=1627296531&sr=8-181
Organic Purify Black Himalayan Rock Salt|Kala NAMAK 400GM,₹199,4.3 out of 5 stars,https://www.amazon.in/Organic-Purify-Black-Himalayan-NAMAK/dp/B07N8GJ166/ref=sr_1_182?dchild=1&keywords=salt&qid=1627296531&sr=8-182
Malowal Mineral-Rich Himalayan Black Salt (430 Gm),₹147,,https://www.amazon.in/Malowal-Mineral-Rich-Himalayan-Black-Salt/dp/B097ZSZSWY/ref=sr_1_183?dchild=1&keywords=salt&qid=1627296531&sr=8-183
Ved Tatva Himalayan Pink Rock Salt Sendha Namak 1 KG (PACK OF 2),₹198,4.1 out of 5 stars,https://www.amazon.in/Tatva-Himalayan-Pink-Sendha-Namak/dp/B08ZJ9FDYV/ref=sr_1_184?dchild=1&keywords=salt&qid=1627296531&sr=8-184
"On1y Roasted Garlic and Pink Salt, 65g",₹139,3.8 out of 5 stars,https://www.amazon.in/On1y-Roasted-Garlic-Pink-Salt/dp/B01CCKG6DA/ref=sr_1_185?dchild=1&keywords=salt&qid=1627296531&sr=8-185
"Urban Platter Graded Tuticorin Sea Salt Crystals Shaker Jar, 1Kg / 35.2oz [All Natural, Premium Quality, Finishing Salt]",₹325,4.6 out of 5 stars,https://www.amazon.in/Urban-Platter-Tuticorin-Crystals-Finishing/dp/B07MKRT9TX/ref=sr_1_186?dchild=1&keywords=salt&qid=1627296531&sr=8-186
Ritrue - Himalayan Pink Rock Salt Powder - 2 Kg Pouch - Source Certified & Lab Tested - 100% Raw from Organic Salt Mines in Pakistan,₹199,4.6 out of 5 stars,https://www.amazon.in/Ritrue-Himalayan-Certified-Organic-Pakistan/dp/B08WJ79BC7/ref=sr_1_187?dchild=1&keywords=salt&qid=1627296531&sr=8-187
"On1y Pink Salt Powder, 1kg (1000g) | Himalayan Rock Salt | Sourced from Salt Mines Close to The Himalayas",₹119,4.4 out of 5 stars,https://www.amazon.in/On1y-Powder-Himalayan-Sourced-Himalayas/dp/B07QGDX6CP/ref=sr_1_188?dchild=1&keywords=salt&qid=1627296531&sr=8-188
YUVIKA Namak Saindha - Sendha Namak - Rock Salt (500 Grams),₹163,3.5 out of 5 stars,https://www.amazon.in/YUVIKA-Namak-Saindha-Sendha-Grams/dp/B088BXCYD8/ref=sr_1_189?dchild=1&keywords=salt&qid=1627296531&sr=8-189
"SRJ Himalayan Pink Rock Salt 25 MESH Powder , 84 Trace Minerals , 950 GM Pouch",₹220,,https://www.amazon.in/SRJ-Himalayan-Powder-Trace-Minerals/dp/B07Q21WSYX/ref=sr_1_190?dchild=1&keywords=salt&qid=1627296531&sr=8-190
Thanjai Natural's Rock Salt Himalayan 1st Quality Rock Salt Himalayan Pink Rock Pink Salt 1500Grams Best Offer !!!,₹269,4.0 out of 5 stars,https://www.amazon.in/Thanjai-Naturals-Himalayan-Quality-1500Grams/dp/B07LBN7M5Y/ref=sr_1_191?dchild=1&keywords=salt&qid=1627296531&sr=8-191
"Graminway Himalayan Black Salt Powder, 900 g",₹189,4.4 out of 5 stars,https://www.amazon.in/Graminway-Himalayan-Black-Salt-Powder/dp/B07FYLNK5P/ref=sr_1_192?dchild=1&keywords=salt&qid=1627296531&sr=8-192
Delight Foods Himalayan Natural Pink Rock Salt - 750 Gm,₹225,4.1 out of 5 stars,https://www.amazon.in/Delight-Foods-Himalayan-Natural-Pink/dp/B07WZZLJ69/ref=sr_1_193?dchild=1&keywords=salt&qid=1627296531&sr=8-193
"Thanjai Natural Indian Non-Iodised Sea Salt, 2000 g Jar",₹259,3.8 out of 5 stars,https://www.amazon.in/Thanjai-Natural-Indian-Non-Iodised-Salt/dp/B08LT75SX4/ref=sr_1_194?dchild=1&keywords=salt&qid=1627296531&sr=8-194
ESPIRE SPICES 100% Natural Citric Acid | Nimbu Sat | Lemon Salt(100g),₹149,4.1 out of 5 stars,https://www.amazon.in/ESPIRE-SPICES-Natural-Citric-Nimbu/dp/B081JRMCGJ/ref=sr_1_196?dchild=1&keywords=salt&qid=1627296531&sr=8-196
Randhawa Global Himalayan Black Salt (1 kg),₹199,3.8 out of 5 stars,https://www.amazon.in/Randhawa-Global-Himalayan-Black-Salt/dp/B07H1T6GVQ/ref=sr_1_197?dchild=1&keywords=salt&qid=1627296531&sr=8-197
"Thanjai Natural Raw Sea Salt Crystal For Cooking, 1000g",₹149,,https://www.amazon.in/Thanjai-Natural-Crystal-Cooking-1000g/dp/B0982D3XT9/ref=sr_1_198?dchild=1&keywords=salt&qid=1627296531&sr=8-198
Thanjai Natural's Himalayan Pink Rock Salt 1st Quality Pink Rock Salt 750grams Best Offer !!!,₹185,4.0 out of 5 stars,https://www.amazon.in/Thanjai-Naturals-Himalayan-Quality-750grams/dp/B07KCBWYQD/ref=sr_1_199?dchild=1&keywords=salt&qid=1627296531&sr=8-199
NutroActive MineraSaltl Himalayan Pink Rock Salt Sugar Size Grain (1-2 mm) -200 g,₹181,4.2 out of 5 stars,https://www.amazon.in/NutroActive-Himalayan-Mineral-Pink-Salt/dp/B01M1HX9J9/ref=sr_1_200?dchild=1&keywords=salt&qid=1627296531&smid=A9C6DSG66HAN3&sr=8-200
Randhawa Global Himalayan Black Salt (1 kg),₹199,3.8 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A0089689L96XJU1SWENP&url=%2FRandhawa-Global-Himalayan-Black-Salt%2Fdp%2FB07H1T6GVQ%2Fref%3Dsr_1_201_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296531%26sr%3D8-201-spons%26psc%3D1&qualifier=1627296531&id=7675019030268988&widgetName=sp_btf
Vedpure Original Himalayan Pink Rock Salt (2 kgs.),₹289,3.5 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A00892893REVH8XVHY8ID&url=%2FVedpure-Original-Himalayan-Pink-Rock%2Fdp%2FB08NVZ5MJ7%2Fref%3Dsr_1_202_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296531%26sr%3D8-202-spons%26psc%3D1&qualifier=1627296531&id=7675019030268988&widgetName=sp_btf
Palfrey Pink Himalayan Rock Salt (2.25 kg),₹699,4.3 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A093528935AX735B4ZFO9&url=%2FPalfrey-Pink-Himalayan-Rock-Salt%2Fdp%2FB08KS1NW94%2Fref%3Dsr_1_203_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296531%26sr%3D8-203-spons%26psc%3D1%26smid%3DA31JJWAFDRHNWQ&qualifier=1627296531&id=7675019030268988&widgetName=sp_btf
VY VedaYug Dill Leaves / Dill Weed : 70 g,₹251,4.5 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A06999862ONMNQ4V8KKBS&url=%2FVY-VedaYug-Dill-Leaves-Weed%2Fdp%2FB07MKL49X9%2Fref%3Dsr_1_204_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296531%26sr%3D8-204-spons%26psc%3D1&qualifier=1627296531&id=7675019030268988&widgetName=sp_btf
"vedpure Randhawa Himalayan Rock Salt Pack, 5kg (Pink)",₹599,4.1 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A05185223GCAIGUMYFT8C&url=%2FRandhawa-Global-Himalayan-Rock-Salt%2Fdp%2FB078H7QMCY%2Fref%3Dsr_1_193_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296535%26sr%3D8-193-spons%26psc%3D1&qualifier=1627296535&id=4943516236502534&widgetName=sp_atf_next
3p Lahori Pink Himalayan Mineral Salt (100% natural) (800 GMS),₹166,3.7 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A03243555OWH28Z31P9E&url=%2F3p-Lahori-Himalayan-Minral-Natural%2Fdp%2FB07VP1M91M%2Fref%3Dsr_1_194_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296535%26sr%3D8-194-spons%26psc%3D1&qualifier=1627296535&id=4943516236502534&widgetName=sp_atf_next
"Himalayan Natives 100% Natural Pink Salt Pouch, 3 X 500 g",₹179,4.0 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A037241528FOX7SN6HAOE&url=%2FHimalayan-Natives-100-Natural-Pouch%2Fdp%2FB085LC4J27%2Fref%3Dsr_1_195_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296535%26smid%3DAT95IG9ONZD7S%26sr%3D8-195-spons%26psc%3D1&qualifier=1627296535&id=4943516236502534&widgetName=sp_atf_next
"Himalayan Natives 100% Natural Pink Salt Granules Pouch, 3 X 500 g",₹164,4.1 out of 5 stars,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A0372571IV1QH61T08AF&url=%2FHimalayan-Natives-Natural-Granules-Pouch%2Fdp%2FB085HPHMBH%2Fref%3Dsr_1_196_sspa%3Fdchild%3D1%26keywords%3Dsalt%26qid%3D1627296535%26smid%3DAT95IG9ONZD7S%26sr%3D8-196-spons%26psc%3D1&qualifier=1627296535&id=4943516236502534&widgetName=sp_atf_next
"Jivabhumi Organic Sea Salt Crystal, 1 Kg",₹165,4.0 out of 5 stars,https://www.amazon.in/Jivabhumi-Organic-Sea-Salt-Crystal/dp/B07HSYZBM2/ref=sr_1_197?dchild=1&keywords=salt&qid=1627296535&sr=8-197
Thanjai Natural's Indian Non Iodised Sea Salt 5000grams Traditionally Made 100% Natural,₹399,4.3 out of 5 stars,https://www.amazon.in/Thanjai-Naturals-5000grams-Traditionally-Natural/dp/B07GNMY6BJ/ref=sr_1_198?dchild=1&keywords=salt&qid=1627296535&sr=8-198
"Himalayan pink salt powder / REFILLABLE glass shaker sprinkler jar / Fine Grain 130 GRAMS for Cooking, Fasting, Curing & Bath",₹150,5.0 out of 5 stars,https://www.amazon.in/Himalayan-REFILLABLE-sprinkler-Cooking-Fasting/dp/B095X3TS69/ref=sr_1_199?dchild=1&keywords=salt&qid=1627296535&sr=8-199
NutroActive MineralSalt Himalayan Pink Rock Salt Coarse Grain (5-8 mm) 200 g,₹181,4.1 out of 5 stars,https://www.amazon.in/Nutroactive-Mineral-HIMALAYAN-Coarse-Garin/dp/B01LZUBRBE/ref=sr_1_200?dchild=1&keywords=salt&qid=1627296535&smid=A9C6DSG66HAN3&sr=8-200
"Urban Himalayan Pink Rock Salt Granules - 1.750 kg for Cooking, Fasting, Curing & Bath",₹499,,https://www.amazon.in/Urban-Himalayan-Pink-Rock-Granules/dp/B0994M998W/ref=sr_1_201?dchild=1&keywords=salt&qid=1627296535&sr=8-201
Himshakti Red Chilli Garlic Salt - 100 gm (Pack of 2) - Rare Himalayan Herb Salt Mix,₹190,4.4 out of 5 stars,https://www.amazon.in/Himshakti-Red-Chilli-Garlic-Salt/dp/B08RRYLWDH/ref=sr_1_202?dchild=1&keywords=salt&qid=1627296535&sr=8-202
"Ishka Farms Pristine Graded Tuticorin Sea Salt from The Salt Pans of The Indian Ocean 100% Natural, Non Iodised and Organic Sea Salt for Cooking, Baking and Pickling (Pack of 3 - 200 Grams per Bottle)",₹225,4.4 out of 5 stars,https://www.amazon.in/Ishka-Farms-Pristine-Tuticorin-Pickling/dp/B08CK2897K/ref=sr_1_203?dchild=1&keywords=salt&qid=1627296535&sr=8-203
LUNN Natural Desert Salt Combo of 2 (500 Gm Each) with Summer Harvest Desert Salt & Winter Harvest Desert Salt | (100 Gm Each) | with Grinder |Pack of 4 | Rich in Mineral | No Preservatives | No GMO,₹199,4.6 out of 5 stars,https://www.amazon.in/Mineral-Harvest-Adjustable-Refillable-Grinder/dp/B07RY7WP1D/ref=sr_1_204?dchild=1&keywords=salt&qid=1627296535&sr=8-204
